Timestamp,Position_X,Position_Y,Position_Z,Rotation_X,Rotation_Y,Rotation_Z,IsTargetTrace,StrokeID,TargetID,TrailTypeID
0.1388893,-0.05048903,0.0204909,-0.2086005,77.49203,345.4732,246.3011,True,1,0,5
0.1420746,-0.05051155,0.02054004,-0.2085234,77.43661,345.4881,246.2466,True,1,0,5
0.1445694,-0.05050432,0.02053866,-0.2085381,77.4197,345.4804,246.2492,True,1,0,5
0.1480026,-0.05049582,0.02053708,-0.2085552,77.39983,345.4715,246.2523,True,1,0,5
0.1511917,-0.05027708,0.02050847,-0.2085481,77.36317,345.825,246.6573,True,1,0,5
0.1538544,-0.05026688,0.02050304,-0.2085701,77.3462,345.8268,246.6702,True,1,0,5
0.15662,-0.05014918,0.02052239,-0.2085269,77.30404,346.0063,246.858,True,1,0,5
0.1596756,-0.05013542,0.02051833,-0.208552,77.28553,346.013,246.8763,True,1,0,5
0.1624336,-0.05012163,0.02051431,-0.2085771,77.26696,346.0198,246.8947,True,1,0,5
0.1655121,-0.04998517,0.02050403,-0.2087641,77.27753,346.1034,246.9935,True,1,0,5
0.1689453,-0.04995703,0.02050099,-0.2088115,77.25466,346.1151,247.0204,True,1,0,5
0.1723022,-0.05003312,0.02058052,-0.2087906,77.19379,345.9916,246.8771,True,1,0,5
0.1754799,-0.0500095,0.0205868,-0.2088337,77.17362,345.9974,246.8944,True,1,0,5
0.1777573,-0.04998965,0.02059211,-0.2088698,77.15677,346.0023,246.9089,True,1,0,5
0.1803284,-0.04997135,0.020597,-0.2089031,77.1412,346.0067,246.9223,True,1,0,5
0.1830673,-0.05011524,0.02062756,-0.2090531,77.15594,345.753,246.6654,True,1,0,5
0.1856651,-0.05010025,0.02063781,-0.2090885,77.13994,345.7514,246.6731,True,1,0,5
0.1884346,-0.05008164,0.02065054,-0.2091324,77.12016,345.7494,246.6827,True,1,0,5
0.1913033,-0.05015907,0.02064663,-0.2091703,77.12418,345.6444,246.5642,True,1,0,5
0.193512,-0.05014804,0.0206548,-0.209198,77.11134,345.6432,246.5705,True,1,0,5
0.1961212,-0.05013515,0.02066435,-0.2092303,77.09642,345.6418,246.5778,True,1,0,5
0.1991577,-0.0501731,0.02067666,-0.2091919,77.09117,345.6135,246.5195,True,1,0,5
0.2018929,-0.05016238,0.02068849,-0.2092188,77.07474,345.612,246.5276,True,1,0,5
0.2054863,-0.05015123,0.02070081,-0.2092467,77.05766,345.6105,246.536,True,1,0,5
0.2086868,-0.05017677,0.020716,-0.2091911,77.04914,345.5984,246.4933,True,1,0,5
0.2110786,-0.05017169,0.02072708,-0.2092021,77.03532,345.5969,246.4988,True,1,0,5
0.2145271,-0.05007276,0.02078588,-0.2090096,76.96655,345.8133,246.6617,True,1,0,5
0.2187119,-0.05006507,0.02080512,-0.2090164,76.94408,345.8199,246.6759,True,1,0,5
0.2260475,-0.05000868,0.02087712,-0.2089966,76.90582,345.918,246.7423,True,1,0,5
0.2290955,-0.05000409,0.02089529,-0.2089975,76.88999,345.9251,246.7535,True,1,0,5
0.2332878,-0.04990477,0.02094145,-0.2089577,76.86979,346.0184,246.8208,True,1,0,5
0.2365074,-0.04989465,0.02096279,-0.2089543,76.85374,346.0275,246.8333,True,1,0,5
0.2395248,-0.05011812,0.02108786,-0.2088903,76.79414,345.693,246.4528,True,1,0,5
0.2418938,-0.0501106,0.02111413,-0.2088873,76.78017,345.6924,246.4538,True,1,0,5
0.2440071,-0.05010308,0.0211404,-0.2088843,76.76624,345.6919,246.4548,True,1,0,5
0.2467842,-0.05009458,0.02117005,-0.2088809,76.75051,345.6913,246.456,True,1,0,5
0.2513237,-0.05020431,0.02129792,-0.2087643,76.68369,345.5172,246.2165,True,1,0,5
0.2542763,-0.05019521,0.02133796,-0.2087553,76.66489,345.5116,246.2107,True,1,0,5
0.2572365,-0.05014729,0.02142607,-0.2086641,76.61627,345.5317,246.1699,True,1,0,5
0.2597618,-0.05013567,0.02145988,-0.2086569,76.60128,345.528,246.1647,True,1,0,5
0.2633133,-0.0501174,0.02151302,-0.2086457,76.57772,345.5222,246.1566,True,1,0,5
0.2677307,-0.04975951,0.02164476,-0.2088542,76.59267,345.7106,246.3247,True,1,0,5
0.27071,-0.04972818,0.02169263,-0.2088637,76.57719,345.7066,246.3192,True,1,0,5
0.2733116,-0.04959044,0.02185151,-0.2088024,76.51175,345.7392,246.3009,True,1,0,5
0.275959,-0.04954272,0.02191125,-0.2088207,76.49467,345.7361,246.295,True,1,0,5
0.2788658,-0.04948325,0.02198566,-0.2088435,76.47337,345.7323,246.2877,True,1,0,5
0.2831764,-0.04959593,0.02220136,-0.2092352,76.46669,345.2762,245.8433,True,1,0,5
0.2858315,-0.04953993,0.022278,-0.2092841,76.45014,345.2612,245.8259,True,1,0,5
0.2886009,-0.04947665,0.02236456,-0.2093394,76.43143,345.2442,245.8062,True,1,0,5
0.2916222,-0.04951123,0.022552,-0.209156,76.33241,345.2599,245.796,True,1,0,5
0.2943382,-0.04945994,0.0226393,-0.2092033,76.31288,345.2453,245.7783,True,1,0,5
0.2981949,-0.04928501,0.02276067,-0.2091096,76.233,345.5853,246.112,True,1,0,5
0.3015862,-0.04923369,0.02286491,-0.2091733,76.2066,345.5797,246.1025,True,1,0,5
0.3046303,-0.04919219,0.02294913,-0.2092248,76.18531,345.5752,246.0948,True,1,0,5
0.3073082,-0.04907245,0.02315103,-0.2090668,76.10697,345.788,246.297,True,1,0,5
0.3098297,-0.04903728,0.02323532,-0.2091085,76.08676,345.7894,246.2954,True,1,0,5
0.3122826,-0.0489987,0.02332774,-0.2091542,76.06453,345.791,246.2937,True,1,0,5
0.3159981,-0.04886461,0.02352057,-0.2092691,76.04622,345.9146,246.3933,True,1,0,5
0.3187866,-0.04882372,0.02362742,-0.2093249,76.02372,345.9189,246.3939,True,1,0,5
0.3214188,-0.0487868,0.02372374,-0.2093752,76.00348,345.9229,246.3943,True,1,0,5
0.3296967,-0.04865193,0.0240517,-0.2094817,75.94366,346.0447,246.4421,True,1,0,5
0.3332634,-0.04837227,0.02422628,-0.2096696,75.95892,346.1447,246.4845,True,1,0,5
0.3367653,-0.04831066,0.02435663,-0.20973,75.93542,346.1557,246.4876,True,1,0,5
0.3394623,-0.04846258,0.02463348,-0.2093385,75.75161,345.9984,246.2282,True,1,0,5
0.342041,-0.04841226,0.02474812,-0.2093794,75.72791,346.003,246.2238,True,1,0,5
0.3442688,-0.04836375,0.02485852,-0.2094189,75.70512,346.0075,246.2195,True,1,0,5
0.3476906,-0.04830138,0.02500033,-0.2094695,75.67585,346.0132,246.2141,True,1,0,5
0.3509636,-0.04822362,0.02514215,-0.2095701,75.63874,345.8841,246.057,True,1,0,5
0.3536949,-0.04815881,0.02526079,-0.209619,75.61409,345.8859,246.0489,True,1,0,5
0.3564224,-0.04796357,0.02534935,-0.2094663,75.53968,345.9574,246.0611,True,1,0,5
0.3591232,-0.04789463,0.02544452,-0.2095001,75.51711,345.9605,246.0546,True,1,0,5
0.3613281,-0.04782892,0.02553514,-0.2095323,75.49561,345.9635,246.0484,True,1,0,5
0.3640556,-0.04783537,0.02578503,-0.209294,75.36577,345.7211,245.774,True,1,0,5
0.3670197,-0.04771844,0.02592747,-0.2093303,75.33128,345.7176,245.7565,True,1,0,5
0.3706627,-0.0475963,0.02607608,-0.2093682,75.29527,345.714,245.7383,True,1,0,5
0.3734245,-0.04755571,0.02615009,-0.2092024,75.22614,345.6666,245.6176,True,1,0,5
0.376358,-0.04745463,0.02626409,-0.2092196,75.19501,345.6626,245.5996,True,1,0,5
0.3786278,-0.04736384,0.0263664,-0.209235,75.16701,345.6591,245.5835,True,1,0,5
0.3821144,-0.04719026,0.0264318,-0.2094477,75.23685,345.4965,245.3086,True,1,0,5
0.3852348,-0.04706961,0.02655332,-0.2094532,75.20694,345.488,245.2823,True,1,0,5
0.3894768,-0.04717907,0.02666891,-0.2094904,75.19747,345.0973,244.8293,True,1,0,5
0.3928032,-0.04707189,0.02678074,-0.2094784,75.16951,345.0783,244.7918,True,1,0,5
0.3955765,-0.04696652,0.02689059,-0.2094666,75.14203,345.0597,244.7551,True,1,0,5
0.3986893,-0.04739244,0.02698271,-0.209561,75.13851,344.4116,244.1364,True,1,0,5
0.4012794,-0.04731119,0.02708714,-0.2095409,75.11281,344.3773,244.086,True,1,0,5
0.4041176,-0.04723562,0.02718416,-0.2095224,75.08884,344.3454,244.0392,True,1,0,5
0.4071007,-0.04715849,0.0272029,-0.2095588,75.12299,344.3098,244.0242,True,1,0,5
0.4094467,-0.04709245,0.0272851,-0.2095332,75.10326,344.2837,243.9858,True,1,0,5
0.4119759,-0.04701443,0.02738212,-0.2095029,75.08003,344.2529,243.9405,True,1,0,5
0.4149132,-0.04663391,0.02733801,-0.2096534,75.18283,344.5657,244.2581,True,1,0,5
0.4190636,-0.04651608,0.02747485,-0.2095939,75.1526,344.5321,244.2032,True,1,0,5
