Cycle,Direction,Time_ms,Encoder_Count,Target_Count
2,Extending,1400.004,8284,8273
2,Extending,1405.032,8284,8273
2,Extending,1410.068,8284,8273
2,Extending,1415.024,8284,8273
2,Extending,1420.06,8284,8273
2,Extending,1425.012,8284,8273
2,Extending,1430.04,8284,8273
2,Extending,1435.068,8284,8273
2,Extending,1440.028,8284,8273
2,Extending,1445.06,8284,8273
2,Extending,1450.016,8284,8273
2,Retracting,-10.0,8284,-59
2,Retracting,-5.0,8284,-59
2,Retracting,0.0,8284,-59
2,Retracting,5.204,8284,50
2,Retracting,10.012,8281,50
2,Retracting,15.04,8273,50
2,Retracting,20.052,8260,50
2,Retracting,25.012,8243,50
2,Retracting,30.052,8223,50
2,Retracting,35.02,8199,50
2,Retracting,40.032,8173,50
2,Retracting,45.044,8144,50
2,Retracting,50.028,8113,50
2,Retracting,55.052,8079,50
2,Retracting,60.032,8045,50
2,Retracting,65.056,8008,50
2,Retracting,70.028,7970,50
2,Retracting,75.04,7931,50
2,Retracting,80.0,7891,50
2,Retracting,85.052,7849,50
2,Retracting,90.056,7807,50
2,Retracting,95.072,7764,50
2,Retracting,100.032,7720,50
2,Retracting,105.072,7675,50
2,Retracting,110.028,7631,50
2,Retracting,115.004,7586,50
2,Retracting,120.056,7539,50
2,Retracting,125.052,7493,50
2,Retracting,130.064,7447,50
2,Retracting,135.0,7400,50
2,Retracting,140.0,7353,50
2,Retracting,145.016,7305,50
2,Retracting,150.04,7258,50
2,Retracting,155.068,7209,50
2,Retracting,160.016,7162,50
2,Retracting,165.064,7113,50
2,Retracting,170.036,7065,50
2,Retracting,175.004,7017,50
2,Retracting,180.048,6968,50
2,Retracting,185.036,6919,50
2,Retracting,190.024,6871,50
2,Retracting,195.064,6821,50
2,Retracting,200.052,6772,50
2,Retracting,205.04,6723,50
2,Retracting,210.028,6674,50
2,Retracting,215.012,6625,50
2,Retracting,220.02,6575,50
2,Retracting,225.004,6526,50
2,Retracting,230.064,6476,50
2,Retracting,235.06,6426,50
2,Retracting,240.04,6377,50
2,Retracting,245.044,6327,50
2,Retracting,250.048,6277,50
2,Retracting,255.036,6227,50
2,Retracting,260.04,6178,50
2,Retracting,265.048,6128,50
2,Retracting,270.052,6078,50
2,Retracting,275.068,6028,50
2,Retracting,280.068,5978,50
2,Retracting,285.0,5928,50
2,Retracting,290.076,5877,50
2,Retracting,295.024,5828,50
2,Retracting,300.036,5778,50
2,Retracting,305.048,5727,50
2,Retracting,310.056,5677,50
2,Retracting,315.004,5628,50
2,Retracting,320.004,5578,50
2,Retracting,325.008,5527,50
2,Retracting,330.028,5477,50
2,Retracting,335.036,5427,50
2,Retracting,340.048,5376,50
2,Retracting,345.076,5326,50
2,Retracting,350.024,5276,50
2,Retracting,355.036,5226,50
2,Retracting,360.048,5175,50
2,Retracting,365.068,5125,50
2,Retracting,370.016,5075,50
2,Retracting,375.028,5025,50
2,Retracting,380.04,4974,50
2,Retracting,385.06,4924,50
2,Retracting,390.004,4874,50
2,Retracting,395.012,4823,50
2,Retracting,400.04,4773,50
2,Retracting,405.04,4722,50
2,Retracting,410.068,4672,50
2,Retracting,415.016,4622,50
2,Retracting,420.028,4571,50
2,Retracting,425.056,4521,50
2,Retracting,430.008,4471,50
2,Retracting,435.012,4420,50
2,Retracting,440.04,4370,50
2,Retracting,445.064,4319,50
2,Retracting,450.008,4269,50
2,Retracting,455.012,4219,50
2,Retracting,460.04,4168,50
2,Retracting,465.064,4117,50
2,Retracting,470.016,4067,50
2,Retracting,475.024,4017,50
2,Retracting,480.052,3966,50
2,Retracting,485.004,3916,50
2,Retracting,490.02,3865,50
2,Retracting,495.024,3815,50
2,Retracting,500.056,3764,50
2,Retracting,505.004,3714,50
2,Retracting,510.012,3663,50
2,Retracting,515.04,3613,50
2,Retracting,520.064,3562,50
2,Retracting,525.012,3512,50
2,Retracting,530.044,3461,50
2,Retracting,535.048,3411,50
2,Retracting,540.072,3360,50
2,Retracting,545.024,3310,50
2,Retracting,550.052,3259,50
2,Retracting,555.004,3209,50
2,Retracting,560.008,3159,50
2,Retracting,565.028,3108,50
2,Retracting,570.056,3057,50
2,Retracting,575.0,3007,50
2,Retracting,580.0,2957,50
2,Retracting,585.016,2906,50
2,Retracting,590.048,2855,50
2,Retracting,595.056,2804,50
2,Retracting,600.004,2754,50
2,Retracting,605.028,2703,50
2,Retracting,610.06,2653,50
2,Retracting,615.008,2603,50
2,Retracting,620.004,2552,50
2,Retracting,625.028,2501,50
2,Retracting,630.056,2451,50
2,Retracting,635.004,2401,50
2,Retracting,640.028,2350,50
2,Retracting,645.052,2299,50
2,Retracting,650.004,2249,50
2,Retracting,655.008,2199,50
2,Retracting,660.028,2148,50
2,Retracting,665.052,2097,50
2,Retracting,670.0,2047,50
2,Retracting,675.0,1997,50
2,Retracting,680.016,1946,50
2,Retracting,685.044,1895,50
2,Retracting,690.056,1844,50
2,Retracting,695.004,1794,50
2,Retracting,700.028,1743,50
2,Retracting,705.048,1693,50
2,Retracting,710.076,1642,50
2,Retracting,715.024,1592,50
2,Retracting,720.056,1541,50
2,Retracting,725.004,1491,50
2,Retracting,730.008,1440,50
2,Retracting,735.028,1389,50
2,Retracting,740.056,1339,50
2,Retracting,745.0,1289,50
2,Retracting,750.02,1238,50
2,Retracting,755.024,1187,50
2,Retracting,760.052,1136,50
2,Retracting,765.004,1086,50
2,Retracting,770.028,1036,50
2,Retracting,775.056,985,50
2,Retracting,780.104,934,50
2,Retracting,785.012,885,50
2,Retracting,790.032,835,50
2,Retracting,795.044,786,50
2,Retracting,800.052,737,50
2,Retracting,805.044,690,50
2,Retracting,810.016,642,50
2,Retracting,815.068,595,50
2,Retracting,820.024,549,50
2,Retracting,825.036,502,50
2,Retracting,830.048,456,50
2,Retracting,835.056,411,50
2,Retracting,840.048,366,50
2,Retracting,845.04,321,50
2,Retracting,850.012,277,50
2,Retracting,855.02,233,50
2,Retracting,860.012,194,50
2,Retracting,865.028,160,50
2,Retracting,870.02,133,50
2,Retracting,875.04,111,50
2,Retracting,880.012,94,50
2,Retracting,885.052,81,50
2,Retracting,890.0,73,50
2,Retracting,895.016,68,50
2,Retracting,900.02,62,50
2,Retracting,905.024,57,50
2,Retracting,910.0,52,50
2,Retracting,915.032,49,50
2,Retracting,920.052,45,50
2,Retracting,925.004,43,50
2,Retracting,930.064,42,50
2,Retracting,935.052,41,50
2,Retracting,940.06,41,50
2,Retracting,945.056,41,50
2,Retracting,950.052,41,50
2,Retracting,955.056,41,50
2,Retracting,960.048,41,50
2,Retracting,965.048,41,50
2,Retracting,970.044,41,50
2,Retracting,975.044,41,50
2,Retracting,980.044,41,50
2,Retracting,985.04,41,50
2,Retracting,990.036,41,50
2,Retracting,995.036,41,50
2,Retracting,1000.04,41,50
2,Retracting,1005.068,41,50
2,Retracting,1010.036,41,50
2,Retracting,1015.008,41,50
2,Retracting,1020.048,41,50
2,Retracting,1025.012,41,50
2,Retracting,1030.056,41,50
2,Retracting,1035.024,41,50
2,Retracting,1040.068,41,50
2,Retracting,1045.028,41,50
2,Retracting,1050.072,41,50
2,Retracting,1055.04,41,50
2,Retracting,1060.0,41,50
2,Retracting,1065.032,41,50
2,Retracting,1070.0,41,50
2,Retracting,1075.032,41,50
2,Retracting,1080.0,41,50
2,Retracting,1085.032,41,50
2,Retracting,1090.068,41,50
2,Retracting,1095.036,41,50
2,Retracting,1100.004,41,50
2,Retracting,1105.04,41,50
2,Retracting,1110.004,41,50
2,Retracting,1115.04,41,50
2,Retracting,1120.0,41,50
2,Retracting,1125.032,41,50
2,Retracting,1130.076,41,50
2,Retracting,1135.036,41,50
2,Retracting,1140.008,41,50
2,Retracting,1145.044,41,50
2,Retracting,1150.008,41,50
2,Retracting,1155.048,41,50
2,Retracting,1160.012,41,50
2,Retracting,1165.056,41,50
2,Retracting,1170.024,41,50
2,Retracting,1175.06,41,50
2,Retracting,1180.024,41,50
2,Retracting,1185.064,41,50
2,Retracting,1190.032,41,50
2,Retracting,1195.0,41,50
2,Retracting,1200.032,41,50
2,Retracting,1205.004,41,50
2,Retracting,1210.04,41,50
2,Retracting,1215.0,41,50
2,Retracting,1220.032,41,50
2,Retracting,1225.0,41,50
2,Retracting,1230.032,41,50
2,Retracting,1235.0,41,50
2,Retracting,1240.032,41,50
2,Retracting,1245.0,41,50
2,Retracting,1250.032,41,50
2,Retracting,1255.004,41,50
2,Retracting,1260.032,41,50
2,Retracting,1265.0,41,50
2,Retracting,1270.032,41,50
2,Retracting,1275.004,41,50
2,Retracting,1280.04,41,50
2,Retracting,1285.084,41,50
2,Retracting,1290.036,41,50
2,Retracting,1295.004,41,50
2,Retracting,1300.04,41,50
2,Retracting,1305.068,41,50
2,Retracting,1310.036,41,50
2,Retracting,1315.004,41,50
2,Retracting,1320.04,41,50
2,Retracting,1325.0,41,50
2,Retracting,1330.032,41,50
2,Retracting,1335.0,41,50
2,Retracting,1340.032,41,50
2,Retracting,1345.072,41,50
2,Retracting,1350.04,41,50
2,Retracting,1355.0,41,50
2,Retracting,1360.032,41,50
2,Retracting,1365.0,41,50
2,Retracting,1370.032,41,50
2,Retracting,1375.0,41,50
2,Retracting,1380.032,41,50
2,Retracting,1385.076,41,50
2,Retracting,1390.036,41,50
2,Retracting,1395.008,41,50
3,Extending,-10.0,41,8273
3,Extending,-5.0,41,8273
3,Extending,0.0,41,8273
3,Extending,5.012,41,8273
3,Extending,10.024,44,8273
3,Extending,15.064,53,8273
3,Extending,20.104,66,8273
3,Extending,25.032,83,8273
3,Extending,30.02,103,8273
3,Extending,35.056,127,8273
3,Extending,40.016,154,8273
3,Extending,45.028,183,8273
3,Extending,50.0,214,8273
3,Extending,55.016,247,8273
3,Extending,60.016,282,8273
3,Extending,65.036,319,8273
3,Extending,70.028,356,8273
3,Extending,75.036,396,8273
3,Extending,80.008,436,8273
3,Extending,85.052,477,8273
3,Extending,90.0,519,8273
3,Extending,95.012,563,8273
3,Extending,100.056,607,8273
3,Extending,105.032,651,8273
3,Extending,110.016,696,8273
3,Extending,115.004,741,8273
3,Extending,120.068,788,8273
3,Extending,125.072,835,8273
3,Extending,130.012,881,8273
3,Extending,135.052,928,8273
3,Extending,140.076,976,8273
3,Extending,145.036,1023,8273
3,Extending,150.008,1071,8273
3,Extending,155.032,1119,8273
3,Extending,160.0,1167,8273
3,Extending,165.032,1216,8273
3,Extending,170.004,1264,8273
3,Extending,175.048,1313,8273
3,Extending,180.036,1362,8273
3,Extending,185.024,1411,8273
3,Extending,190.072,1460,8273
3,Extending,195.064,1509,8273
3,Extending,200.052,1558,8273
3,Extending,205.036,1607,8273
3,Extending,210.048,1657,8273
3,Extending,215.036,1706,8273
3,Extending,220.024,1755,8273
3,Extending,225.032,1805,8273
3,Extending,230.02,1854,8273
3,Extending,235.024,1904,8273
3,Extending,240.012,1953,8273
3,Extending,245.016,2003,8273
3,Extending,250.02,2053,8273
3,Extending,255.004,2102,8273
3,Extending,260.004,2152,8273
3,Extending,265.072,2202,8273
3,Extending,270.008,2251,8273
3,Extending,275.012,2301,8273
3,Extending,280.024,2351,8273
3,Extending,285.04,2401,8273
3,Extending,290.04,2451,8273
3,Extending,295.044,2501,8273
3,Extending,300.04,2551,8273
3,Extending,305.044,2600,8273
3,Extending,310.056,2650,8273
3,Extending,315.068,2700,8273
3,Extending,320.004,2749,8273
3,Extending,325.008,2799,8273
3,Extending,330.008,2849,8273
3,Extending,335.012,2899,8273
3,Extending,340.024,2949,8273
3,Extending,345.036,2999,8273
3,Extending,350.048,3049,8273
3,Extending,355.06,3099,8273
3,Extending,360.068,3149,8273
3,Extending,365.0,3198,8273
3,Extending,370.004,3248,8273
3,Extending,375.0,3298,8273
3,Extending,380.004,3348,8273
3,Extending,385.008,3398,8273
3,Extending,390.012,3448,8273
3,Extending,395.028,3499,8273
3,Extending,400.036,3549,8273
3,Extending,405.068,3599,8273
3,Extending,410.008,3648,8273
3,Extending,415.004,3698,8273
3,Extending,420.012,3748,8273
3,Extending,425.024,3798,8273
3,Extending,430.036,3848,8273
3,Extending,435.052,3899,8273
3,Extending,440.004,3948,8273
3,Extending,445.008,3998,8273
3,Extending,450.016,4048,8273
3,Extending,455.028,4098,8273
3,Extending,460.036,4148,8273
3,Extending,465.048,4198,8273
3,Extending,470.06,4248,8273
3,Extending,475.068,4298,8273
3,Extending,480.0,4347,8273
3,Extending,485.0,4397,8273
3,Extending,490.0,4447,8273
3,Extending,495.0,4497,8273
3,Extending,500.08,4548,8273
3,Extending,505.0,4597,8273
3,Extending,510.004,4647,8273
3,Extending,515.008,4697,8273
3,Extending,520.016,4747,8273
3,Extending,525.028,4797,8273
3,Extending,530.04,4847,8273
3,Extending,535.048,4897,8273
3,Extending,540.056,4947,8273
3,Extending,545.068,4997,8273
3,Extending,550.012,5047,8273
3,Extending,555.012,5097,8273
3,Extending,560.044,5147,8273
3,Extending,565.056,5197,8273
3,Extending,570.068,5247,8273
3,Extending,575.0,5296,8273
3,Extending,580.0,5346,8273
3,Extending,585.004,5396,8273
3,Extending,590.0,5446,8273
3,Extending,595.0,5496,8273
3,Extending,600.0,5546,8273
3,Extending,605.06,5597,8273
3,Extending,610.016,5646,8273
3,Extending,615.028,5696,8273
3,Extending,620.04,5746,8273
3,Extending,625.048,5796,8273
3,Extending,630.06,5846,8273
3,Extending,635.06,5896,8273
3,Extending,640.068,5946,8273
3,Extending,645.0,5995,8273
3,Extending,650.0,6045,8273
3,Extending,655.0,6095,8273
3,Extending,660.0,6145,8273
3,Extending,665.0,6195,8273
3,Extending,670.06,6245,8273
3,Extending,675.0,6295,8273
3,Extending,680.064,6345,8273
3,Extending,685.012,6395,8273
3,Extending,690.028,6445,8273
3,Extending,695.024,6495,8273
3,Extending,700.052,6545,8273
3,Extending,705.064,6595,8273
3,Extending,710.0,6644,8273
3,Extending,715.06,6695,8273
3,Extending,720.06,6745,8273
3,Extending,725.068,6794,8273
3,Extending,730.02,6844,8273
3,Extending,735.024,6894,8273
3,Extending,740.04,6944,8273
3,Extending,745.028,6994,8273
3,Extending,750.04,7044,8273
3,Extending,755.064,7094,8273
3,Extending,760.052,7144,8273
3,Extending,765.004,7193,8273
3,Extending,770.012,7243,8273
3,Extending,775.024,7293,8273
3,Extending,780.04,7343,8273
3,Extending,785.032,7393,8273
3,Extending,790.044,7442,8273
3,Extending,795.052,7491,8273
3,Extending,800.044,7539,8273
3,Extending,805.012,7586,8273
3,Extending,810.064,7633,8273
3,Extending,815.02,7679,8273
3,Extending,820.028,7726,8273
3,Extending,825.04,7771,8273
3,Extending,830.028,7817,8273
3,Extending,835.024,7861,8273
3,Extending,840.072,7907,8273
3,Extending,845.124,7951,8273
3,Extending,850.036,7994,8273
3,Extending,855.016,8037,8273
3,Extending,860.044,8081,8273
3,Extending,865.072,8119,8273
3,Extending,870.04,8151,8273
3,Extending,875.036,8177,8273
3,Extending,880.056,8198,8273
3,Extending,885.02,8214,8273
3,Extending,890.016,8225,8273
3,Extending,895.032,8232,8273
3,Extending,900.012,8236,8273
3,Extending,905.016,8241,8273
3,Extending,910.04,8247,8273
3,Extending,915.02,8254,8273
3,Extending,920.072,8261,8273
3,Extending,925.056,8269,8273
3,Extending,930.02,8275,8273
3,Extending,935.0,8281,8273
3,Extending,940.028,8286,8273
3,Extending,945.04,8290,8273
3,Extending,950.032,8291,8273
3,Extending,955.052,8291,8273
3,Extending,960.004,8288,8273
3,Extending,965.032,8286,8273
3,Extending,970.032,8284,8273
3,Extending,975.008,8283,8273
3,Extending,980.06,8282,8273
3,Extending,985.048,8282,8273
3,Extending,990.04,8282,8273
3,Extending,995.024,8282,8273
3,Extending,1000.016,8282,8273
3,Extending,1005.052,8282,8273
3,Extending,1010.012,8282,8273
3,Extending,1015.044,8282,8273
3,Extending,1020.004,8282,8273
3,Extending,1025.032,8282,8273
3,Extending,1030.068,8282,8273
3,Extending,1035.024,8282,8273
3,Extending,1040.06,8282,8273
3,Extending,1045.012,8282,8273
3,Extending,1050.048,8282,8273
3,Extending,1055.0,8282,8273
3,Extending,1060.02,8282,8273
3,Extending,1065.052,8282,8273
3,Extending,1070.008,8282,8273
3,Extending,1075.036,8282,8273
3,Extending,1080.072,8282,8273
3,Extending,1085.028,8282,8273
3,Extending,1090.064,8282,8273
3,Extending,1095.02,8282,8273
3,Extending,1100.044,8282,8273
3,Extending,1105.004,8282,8273
3,Extending,1110.032,8282,8273
3,Extending,1115.064,8282,8273
3,Extending,1120.024,8282,8273
3,Extending,1125.056,8282,8273
3,Extending,1130.016,8282,8273
3,Extending,1135.052,8282,8273
3,Extending,1140.012,8282,8273
3,Extending,1145.04,8282,8273
3,Extending,1150.068,8282,8273
3,Extending,1155.028,8282,8273
3,Extending,1160.06,8282,8273
3,Extending,1165.012,8282,8273
3,Extending,1170.048,8282,8273
3,Extending,1175.004,8282,8273
3,Extending,1180.036,8282,8273
3,Extending,1185.068,8282,8273
3,Extending,1190.02,8282,8273
3,Extending,1195.052,8282,8273
3,Extending,1200.012,8282,8273
3,Extending,1205.044,8282,8273
3,Extending,1210.004,8282,8273
3,Extending,1215.036,8282,8273
3,Extending,1220.072,8282,8273
3,Extending,1225.032,8282,8273
3,Extending,1230.06,8282,8273
3,Extending,1235.012,8282,8273
3,Extending,1240.048,8282,8273
3,Extending,1245.004,8282,8273
3,Extending,1250.032,8282,8273
3,Extending,1255.068,8282,8273
3,Extending,1260.028,8282,8273
3,Extending,1265.06,8282,8273
3,Extending,1270.008,8282,8273
3,Extending,1275.036,8282,8273
3,Extending,1280.072,8282,8273
3,Extending,1285.032,8282,8273
3,Extending,1290.064,8282,8273
3,Extending,1295.02,8282,8273
3,Extending,1300.052,8282,8273
3,Extending,1305.02,8282,8273
3,Extending,1310.048,8282,8273
3,Extending,1315.0,8282,8273
3,Extending,1320.02,8282,8273
3,Extending,1325.048,8282,8273
3,Extending,1330.008,8282,8273
3,Extending,1335.032,8282,8273
3,Extending,1340.068,8282,8273
3,Extending,1345.028,8282,8273
3,Extending,1350.06,8282,8273
3,Extending,1355.008,8282,8273
3,Extending,1360.036,8282,8273
3,Extending,1365.068,8282,8273
3,Extending,1370.028,8282,8273
3,Extending,1375.06,8282,8273
3,Extending,1380.012,8282,8273
3,Extending,1385.048,8282,8273
3,Extending,1390.08,8282,8273
3,Extending,1395.016,8282,8273
3,Extending,1400.048,8282,8273
3,Extending,1405.004,8282,8273
3,Extending,1410.032,8282,8273
3,Extending,1415.072,8282,8273
3,Extending,1420.032,8282,8273
3,Extending,1425.064,8282,8273
3,Extending,1430.024,8282,8273
3,Extending,1435.06,8282,8273
3,Extending,1440.008,8282,8273
3,Extending,1445.032,8282,8273
3,Extending,1450.068,8282,8273
3,Extending,1455.024,8282,8273
3,Extending,1460.06,8282,8273
3,Retracting,-10.0,8282,-59
3,Retracting,-5.0,8282,-59
3,Retracting,0.0,8282,-59
3,Retracting,5.204,8282,50
3,Retracting,10.004,8279,50
3,Retracting,15.044,8270,50
3,Retracting,20.056,8257,50
3,Retracting,25.024,8240,50
3,Retracting,30.072,8219,50
3,Retracting,35.044,8196,50
3,Retracting,40.0,8169,50
3,Retracting,45.056,8140,50
3,Retracting,50.044,8109,50
3,Retracting,55.064,8075,50
3,Retracting,60.06,8040,50
3,Retracting,65.008,8004,50
3,Retracting,70.052,7966,50
3,Retracting,75.056,7926,50
3,Retracting,80.02,7886,50
3,Retracting,85.0,7845,50
3,Retracting,90.068,7802,50
3,Retracting,95.004,7759,50
3,Retracting,100.036,7715,50
3,Retracting,105.076,7670,50
3,Retracting,110.036,7625,50
3,Retracting,115.008,7580,50
3,Retracting,120.076,7534,50
3,Retracting,125.072,7487,50
3,Retracting,130.008,7441,50
3,Retracting,135.016,7394,50
3,Retracting,140.048,7347,50
3,Retracting,145.0,7300,50
3,Retracting,150.02,7252,50
3,Retracting,155.044,7204,50
3,Retracting,160.068,7155,50
3,Retracting,165.036,7107,50
3,Retracting,170.008,7059,50
3,Retracting,175.052,7010,50
3,Retracting,180.04,6961,50
3,Retracting,185.004,6913,50
3,Retracting,190.064,6863,50
3,Retracting,195.052,6815,50
3,Retracting,200.036,6765,50
3,Retracting,205.024,6716,50
3,Retracting,210.012,6667,50
3,Retracting,215.0,6618,50
3,Retracting,220.052,6568,50
3,Retracting,225.06,6518,50
3,Retracting,230.04,6469,50
3,Retracting,235.04,6419,50
3,Retracting,240.02,6370,50
3,Retracting,245.016,6320,50
3,Retracting,250.024,6270,50
3,Retracting,255.028,6220,50
3,Retracting,260.032,6170,50
3,Retracting,265.044,6120,50
3,Retracting,270.056,6070,50
3,Retracting,275.064,6020,50
3,Retracting,280.076,5970,50
3,Retracting,285.0,5921,50
3,Retracting,290.0,5871,50
3,Retracting,295.0,5820,50
3,Retracting,300.016,5770,50
3,Retracting,305.028,5720,50
3,Retracting,310.036,5669,50
3,Retracting,315.068,5619,50
3,Retracting,320.0,5570,50
3,Retracting,325.016,5519,50
3,Retracting,330.024,5469,50
3,Retracting,335.032,5418,50
3,Retracting,340.064,5368,50
3,Retracting,345.016,5318,50
3,Retracting,350.024,5268,50
3,Retracting,355.056,5217,50
3,Retracting,360.004,5167,50
3,Retracting,365.008,5117,50
3,Retracting,370.008,5067,50
3,Retracting,375.028,5016,50
3,Retracting,380.056,4965,50
3,Retracting,385.068,4915,50
3,Retracting,390.016,4865,50
3,Retracting,395.028,4814,50
3,Retracting,400.056,4763,50
3,Retracting,405.004,4714,50
3,Retracting,410.028,4663,50
3,Retracting,415.032,4612,50
3,Retracting,420.06,4562,50
3,Retracting,425.004,4512,50
3,Retracting,430.028,4461,50
3,Retracting,435.036,4411,50
3,Retracting,440.068,4360,50
3,Retracting,445.016,4310,50
3,Retracting,450.044,4259,50
3,Retracting,455.048,4208,50
3,Retracting,460.076,4158,50
3,Retracting,465.024,4108,50
3,Retracting,470.056,4057,50
3,Retracting,475.004,4007,50
3,Retracting,480.028,3956,50
3,Retracting,485.036,3905,50
3,Retracting,490.064,3855,50
3,Retracting,495.012,3805,50
3,Retracting,500.036,3754,50
3,Retracting,505.068,3703,50
3,Retracting,510.016,3653,50
3,Retracting,515.048,3602,50
3,Retracting,520.072,3551,50
3,Retracting,525.024,3501,50
3,Retracting,530.052,3450,50
3,Retracting,535.004,3400,50
3,Retracting,540.0,3349,50
3,Retracting,545.024,3299,50
3,Retracting,550.052,3248,50
3,Retracting,555.0,3198,50
3,Retracting,560.02,3147,50
3,Retracting,565.044,3096,50
3,Retracting,570.072,3045,50
3,Retracting,575.024,2995,50
3,Retracting,580.052,2944,50
3,Retracting,585.072,2893,50
3,Retracting,590.024,2843,50
3,Retracting,595.052,2792,50
3,Retracting,600.004,2742,50
3,Retracting,605.028,2691,50
3,Retracting,610.052,2640,50
3,Retracting,615.004,2590,50
3,Retracting,620.024,2539,50
3,Retracting,625.032,2488,50
3,Retracting,630.0,2438,50
3,Retracting,635.02,2387,50
3,Retracting,640.024,2336,50
3,Retracting,645.052,2285,50
3,Retracting,650.004,2235,50
3,Retracting,655.024,2184,50
3,Retracting,660.052,2133,50
3,Retracting,665.02,2083,50
3,Retracting,670.02,2032,50
3,Retracting,675.044,1981,50
3,Retracting,680.072,1931,50
3,Retracting,685.1,1880,50
3,Retracting,690.124,1829,50
3,Retracting,695.032,1779,50
3,Retracting,700.06,1728,50
3,Retracting,705.004,1678,50
3,Retracting,710.02,1627,50
3,Retracting,715.044,1576,50
3,Retracting,720.072,1525,50
3,Retracting,725.024,1475,50
3,Retracting,730.052,1424,50
3,Retracting,735.004,1374,50
3,Retracting,740.024,1323,50
3,Retracting,745.056,1271,50
3,Retracting,750.008,1221,50
3,Retracting,755.024,1170,50
3,Retracting,760.052,1119,50
3,Retracting,765.024,1069,50
3,Retracting,770.052,1018,50
3,Retracting,775.0,968,50
3,Retracting,780.052,917,50
3,Retracting,785.024,867,50
3,Retracting,790.052,817,50
3,Retracting,795.064,768,50
3,Retracting,800.048,720,50
3,Retracting,805.036,672,50
3,Retracting,810.028,625,50
3,Retracting,815.06,577,50
3,Retracting,820.012,531,50
3,Retracting,825.044,485,50
3,Retracting,830.056,439,50
3,Retracting,835.048,393,50
3,Retracting,840.036,349,50
3,Retracting,845.032,304,50
3,Retracting,850.008,260,50
3,Retracting,855.016,217,50
3,Retracting,860.0,181,50
3,Retracting,865.016,150,50
3,Retracting,870.036,125,50
3,Retracting,875.02,105,50
3,Retracting,880.04,89,50
3,Retracting,885.012,79,50
3,Retracting,890.0,71,50
3,Retracting,895.044,63,50
3,Retracting,900.016,56,50
3,Retracting,905.044,50,50
3,Retracting,910.044,44,50
3,Retracting,915.032,39,50
3,Retracting,920.0,34,50
3,Retracting,925.0,32,50
3,Retracting,930.024,32,50
3,Retracting,935.016,33,50
3,Retracting,940.04,36,50
3,Retracting,945.056,38,50
3,Retracting,950.04,39,50
3,Retracting,955.016,40,50
3,Retracting,960.02,40,50
3,Retracting,965.012,40,50
3,Retracting,970.008,40,50
3,Retracting,975.0,40,50
3,Retracting,980.064,40,50
3,Retracting,985.064,40,50
3,Retracting,990.064,40,50
3,Retracting,995.06,40,50
3,Retracting,1000.056,40,50
3,Retracting,1005.024,40,50
3,Retracting,1010.068,40,50
3,Retracting,1015.036,40,50
3,Retracting,1020.008,40,50
3,Retracting,1025.044,40,50
3,Retracting,1030.012,40,50
3,Retracting,1035.056,40,50
3,Retracting,1040.024,40,50
3,Retracting,1045.064,40,50
3,Retracting,1050.032,40,50
3,Retracting,1055.072,40,50
3,Retracting,1060.04,40,50
3,Retracting,1065.0,40,50
3,Retracting,1070.032,40,50
3,Retracting,1075.0,40,50
3,Retracting,1080.032,40,50
3,Retracting,1085.0,40,50
3,Retracting,1090.032,40,50
3,Retracting,1095.076,40,50
3,Retracting,1100.036,40,50
3,Retracting,1105.004,40,50
3,Retracting,1110.04,40,50
3,Retracting,1115.004,40,50
3,Retracting,1120.04,40,50
3,Retracting,1125.004,40,50
3,Retracting,1130.04,40,50
3,Retracting,1135.0,40,50
3,Retracting,1140.028,40,50
3,Retracting,1145.068,40,50
3,Retracting,1150.04,40,50
3,Retracting,1155.004,40,50
3,Retracting,1160.04,40,50
3,Retracting,1165.0,40,50
3,Retracting,1170.032,40,50
3,Retracting,1175.0,40,50
3,Retracting,1180.028,40,50
3,Retracting,1185.068,40,50
3,Retracting,1190.036,40,50
3,Retracting,1195.08,40,50
3,Retracting,1200.024,40,50
3,Retracting,1205.068,40,50
3,Retracting,1210.032,40,50
3,Retracting,1215.004,40,50
3,Retracting,1220.04,40,50
3,Retracting,1225.072,40,50
3,Retracting,1230.04,40,50
3,Retracting,1235.0,40,50
3,Retracting,1240.032,40,50
3,Retracting,1245.0,40,50
3,Retracting,1250.032,40,50
3,Retracting,1255.004,40,50
3,Retracting,1260.04,40,50
3,Retracting,1265.076,40,50
3,Retracting,1270.04,40,50
3,Retracting,1275.0,40,50
3,Retracting,1280.036,40,50
3,Retracting,1285.0,40,50
3,Retracting,1290.032,40,50
3,Retracting,1295.008,40,50
3,Retracting,1300.044,40,50
3,Retracting,1305.012,40,50
3,Retracting,1310.048,40,50
3,Retracting,1315.016,40,50
3,Retracting,1320.06,40,50
3,Retracting,1325.02,40,50
3,Retracting,1330.06,40,50
3,Retracting,1335.02,40,50
3,Retracting,1340.06,40,50
3,Retracting,1345.02,40,50
3,Retracting,1350.064,40,50
3,Retracting,1355.024,40,50
3,Retracting,1360.068,40,50
3,Retracting,1365.032,40,50
3,Retracting,1370.0,40,50
3,Retracting,1375.032,40,50
3,Retracting,1380.0,40,50
3,Retracting,1385.032,40,50
3,Retracting,1390.004,40,50
3,Retracting,1395.032,40,50
3,Retracting,1400.0,40,50
3,Retracting,1405.032,40,50
3,Retracting,1410.004,40,50
