ExpID,TrialNumber,TimeSinceTrialStart(s),DistanceToTarget(mm)
Exp_20260311_171422,1,0.012,20.00
Exp_20260311_171422,1,0.022,19.79
Exp_20260311_171422,1,0.033,19.42
Exp_20260311_171422,1,0.046,19.02
Exp_20260311_171422,1,0.056,18.74
Exp_20260311_171422,1,0.067,18.74
Exp_20260311_171422,1,0.080,18.77
Exp_20260311_171422,1,0.089,18.43
Exp_20260311_171422,1,0.100,18.01
Exp_20260311_171422,1,0.155,17.21
Exp_20260311_171422,1,0.163,16.74
Exp_20260311_171422,1,0.166,12.14
Exp_20260311_171422,1,0.172,11.60
Exp_20260311_171422,1,0.184,11.27
Exp_20260311_171422,1,0.195,9.34
Exp_20260311_171422,1,0.206,8.02
Exp_20260311_171422,1,0.220,6.36
Exp_20260311_171422,1,0.230,3.84
Exp_20260311_171422,1,0.239,2.17
Exp_20260311_171422,1,0.254,0.57
Exp_20260311_171422,1,0.267,1.20
Exp_20260311_171422,1,0.273,2.49
Exp_20260311_171422,1,0.284,3.44
Exp_20260311_171422,1,0.295,4.12
Exp_20260311_171422,1,0.306,5.02
Exp_20260311_171422,1,0.317,6.08
Exp_20260311_171422,1,0.331,6.11
Exp_20260311_171422,1,0.339,7.04
Exp_20260311_171422,1,0.350,7.66
Exp_20260311_171422,1,0.361,7.48
Exp_20260311_171422,1,0.372,7.92
Exp_20260311_171422,1,0.386,8.41
Exp_20260311_171422,1,0.395,8.25
Exp_20260311_171422,1,0.406,8.48
Exp_20260311_171422,1,0.417,8.75
Exp_20260311_171422,1,0.428,8.35
Exp_20260311_171422,1,0.442,8.56
Exp_20260311_171422,1,0.450,8.68
Exp_20260311_171422,1,0.461,8.00
Exp_20260311_171422,1,0.473,7.84
Exp_20260311_171422,1,0.483,7.80
Exp_20260311_171422,1,0.495,7.23
Exp_20260311_171422,1,0.506,7.05
Exp_20260311_171422,1,0.517,6.45
Exp_20260311_171422,1,0.528,5.42
Exp_20260311_171422,1,0.542,4.57
Exp_20260311_171422,1,0.553,3.92
Exp_20260311_171422,1,0.562,3.03
Exp_20260311_171422,1,0.573,2.12
Exp_20260311_171422,1,0.585,1.47
Exp_20260311_171422,1,0.596,0.50
Exp_20260311_171422,1,0.607,0.64
Exp_20260311_171422,1,0.619,1.12
Exp_20260311_171422,1,0.630,1.83
Exp_20260311_171422,1,0.641,2.68
Exp_20260311_171422,1,0.653,3.51
Exp_20260311_171422,1,0.667,4.21
Exp_20260311_171422,1,0.675,4.77
Exp_20260311_171422,1,0.687,4.77
Exp_20260311_171422,1,0.700,5.16
Exp_20260311_171422,1,0.710,5.07
Exp_20260311_171422,1,0.721,5.27
Exp_20260311_171422,1,0.732,5.33
Exp_20260311_171422,1,0.744,5.04
Exp_20260311_171422,1,0.755,4.93
Exp_20260311_171422,1,0.769,4.86
Exp_20260311_171422,1,0.777,4.53
Exp_20260311_171422,1,0.789,4.36
Exp_20260311_171422,1,0.800,4.14
Exp_20260311_171422,1,0.811,3.77
Exp_20260311_171422,1,0.822,3.77
Exp_20260311_171422,1,0.833,3.77
Exp_20260311_171422,1,0.844,3.70
Exp_20260311_171422,1,0.857,3.54
Exp_20260311_171422,1,0.868,3.39
Exp_20260311_171422,1,0.878,2.58
Exp_20260311_171422,1,0.888,2.20
Exp_20260311_171422,1,0.899,1.84
Exp_20260311_171422,1,0.911,2.03
Exp_20260311_171422,1,0.922,1.98
Exp_20260311_171422,1,0.933,1.89
Exp_20260311_171422,1,0.944,1.28
Exp_20260311_171422,1,0.955,1.02
Exp_20260311_171422,1,0.966,0.74
Exp_20260311_171422,1,0.980,0.59
Exp_20260311_171422,1,0.988,0.36
Exp_20260311_171422,1,0.999,0.14
Exp_20260311_171422,1,1.014,0.02
Exp_20260311_171422,1,1.022,0.23
Exp_20260311_171422,1,1.033,0.13
Exp_20260311_171422,1,1.044,0.18
Exp_20260311_171422,1,1.055,0.37
Exp_20260311_171422,1,1.066,0.54
Exp_20260311_171422,1,1.077,0.73
Exp_20260311_171422,1,1.091,0.74
Exp_20260311_171422,1,1.099,0.70
Exp_20260311_171422,1,1.110,0.47
Exp_20260311_171422,1,1.122,0.69
Exp_20260311_171422,1,1.133,0.84
Exp_20260311_171422,1,1.144,0.91
Exp_20260311_171422,1,1.155,0.84
Exp_20260311_171422,1,1.168,0.80
Exp_20260311_171422,1,1.177,0.63
Exp_20260311_171422,1,1.188,0.56
Exp_20260311_171422,1,1.202,0.53
Exp_20260311_171422,1,1.211,0.52
Exp_20260311_171422,1,1.221,0.50
Exp_20260311_171422,1,1.233,0.30
Exp_20260311_171422,1,1.244,0.10
Exp_20260311_171422,2,0.011,10.00
Exp_20260311_171422,2,0.022,9.99
Exp_20260311_171422,2,0.033,9.52
Exp_20260311_171422,2,0.047,9.50
Exp_20260311_171422,2,0.057,9.53
Exp_20260311_171422,2,0.067,9.46
Exp_20260311_171422,2,0.078,9.49
Exp_20260311_171422,2,0.089,9.60
Exp_20260311_171422,2,0.100,9.95
Exp_20260311_171422,2,0.111,10.02
Exp_20260311_171422,2,0.122,9.97
Exp_20260311_171422,2,0.133,9.56
Exp_20260311_171422,2,0.145,9.46
Exp_20260311_171422,2,0.158,9.51
Exp_20260311_171422,2,0.167,9.56
Exp_20260311_171422,2,0.178,9.68
Exp_20260311_171422,2,0.189,9.72
Exp_20260311_171422,2,0.200,9.44
Exp_20260311_171422,2,0.214,9.23
Exp_20260311_171422,2,0.222,9.10
Exp_20260311_171422,2,0.233,8.23
Exp_20260311_171422,2,0.245,8.02
Exp_20260311_171422,2,0.256,7.84
Exp_20260311_171422,2,0.270,7.29
Exp_20260311_171422,2,0.277,7.00
Exp_20260311_171422,2,0.289,6.53
Exp_20260311_171422,2,0.300,6.23
Exp_20260311_171422,2,0.311,5.89
Exp_20260311_171422,2,0.322,5.45
Exp_20260311_171422,2,0.333,5.43
Exp_20260311_171422,2,0.344,5.47
Exp_20260311_171422,2,0.355,5.47
Exp_20260311_171422,2,0.369,5.70
Exp_20260311_171422,2,0.381,5.63
Exp_20260311_171422,2,0.389,5.45
Exp_20260311_171422,2,0.400,5.51
Exp_20260311_171422,2,0.411,5.44
Exp_20260311_171422,2,0.422,5.45
Exp_20260311_171422,2,0.433,5.14
Exp_20260311_171422,2,0.444,4.92
Exp_20260311_171422,2,0.459,4.61
Exp_20260311_171422,2,0.466,3.96
Exp_20260311_171422,2,0.478,3.50
Exp_20260311_171422,2,0.491,2.92
Exp_20260311_171422,2,0.500,2.82
Exp_20260311_171422,2,0.511,2.69
Exp_20260311_171422,2,0.525,2.54
Exp_20260311_171422,2,0.533,2.34
Exp_20260311_171422,2,0.544,2.29
Exp_20260311_171422,2,0.556,2.11
Exp_20260311_171422,2,0.566,2.25
Exp_20260311_171422,2,0.577,2.21
Exp_20260311_171422,2,0.589,2.21
Exp_20260311_171422,2,0.602,2.26
Exp_20260311_171422,2,0.611,1.97
Exp_20260311_171422,2,0.622,1.73
Exp_20260311_171422,2,0.633,1.87
Exp_20260311_171422,2,0.644,1.80
Exp_20260311_171422,2,0.655,1.63
Exp_20260311_171422,2,0.667,1.09
Exp_20260311_171422,2,0.680,0.78
Exp_20260311_171422,2,0.689,0.83
Exp_20260311_171422,2,0.700,0.68
Exp_20260311_171422,2,0.713,0.31
Exp_20260311_171422,2,0.722,0.06
Exp_20260311_171422,2,0.733,0.14
Exp_20260311_171422,2,0.744,0.46
Exp_20260311_171422,2,0.755,0.73
Exp_20260311_171422,2,0.767,0.68
Exp_20260311_171422,2,0.777,0.80
Exp_20260311_171422,2,0.789,1.02
Exp_20260311_171422,2,0.800,1.32
Exp_20260311_171422,2,0.811,1.31
Exp_20260311_171422,2,0.825,1.39
Exp_20260311_171422,2,0.835,1.73
Exp_20260311_171422,2,0.845,1.58
Exp_20260311_171422,2,0.855,1.83
Exp_20260311_171422,2,0.866,2.25
Exp_20260311_171422,2,0.877,2.57
Exp_20260311_171422,2,0.888,2.93
Exp_20260311_171422,2,0.900,2.96
Exp_20260311_171422,2,0.911,3.57
Exp_20260311_171422,2,0.925,3.84
Exp_20260311_171422,2,0.933,3.72
Exp_20260311_171422,2,0.945,3.81
Exp_20260311_171422,2,0.955,3.67
Exp_20260311_171422,2,0.966,2.70
Exp_20260311_171422,2,0.977,2.38
Exp_20260311_171422,2,0.991,2.49
Exp_20260311_171422,2,0.999,2.31
Exp_20260311_171422,2,1.011,1.53
Exp_20260311_171422,2,1.022,1.18
Exp_20260311_171422,2,1.035,0.76
Exp_20260311_171422,2,1.044,0.30
Exp_20260311_171422,2,1.055,0.42
Exp_20260311_171422,2,1.066,0.70
Exp_20260311_171422,2,1.077,0.87
Exp_20260311_171422,2,1.088,0.97
Exp_20260311_171422,2,1.100,1.10
Exp_20260311_171422,2,1.111,0.91
Exp_20260311_171422,2,1.122,1.02
Exp_20260311_171422,2,1.133,1.10
Exp_20260311_171422,2,1.147,1.03
Exp_20260311_171422,2,1.155,1.15
Exp_20260311_171422,2,1.166,1.19
Exp_20260311_171422,2,1.177,0.88
Exp_20260311_171422,2,1.188,0.87
Exp_20260311_171422,2,1.200,0.90
Exp_20260311_171422,2,1.211,0.89
Exp_20260311_171422,2,1.222,0.86
Exp_20260311_171422,2,1.233,0.86
Exp_20260311_171422,2,1.244,0.73
Exp_20260311_171422,2,1.259,0.65
Exp_20260311_171422,2,1.266,0.51
Exp_20260311_171422,2,1.277,0.49
Exp_20260311_171422,2,1.288,0.55
Exp_20260311_171422,2,1.302,0.74
Exp_20260311_171422,2,1.310,0.83
Exp_20260311_171422,2,1.322,0.69
Exp_20260311_171422,2,1.333,0.59
Exp_20260311_171422,2,1.344,0.24
Exp_20260311_171422,2,1.355,0.10
Exp_20260311_171422,2,1.369,0.00
Exp_20260311_171422,2,1.378,0.16
Exp_20260311_171422,2,1.388,0.21
Exp_20260311_171422,2,1.399,0.21
Exp_20260311_171422,3,0.011,30.00
Exp_20260311_171422,3,0.022,30.08
Exp_20260311_171422,3,0.033,30.09
Exp_20260311_171422,3,0.048,30.04
Exp_20260311_171422,3,0.058,30.06
Exp_20260311_171422,3,0.066,30.11
Exp_20260311_171422,3,0.078,30.29
Exp_20260311_171422,3,0.089,30.49
Exp_20260311_171422,3,0.100,30.43
Exp_20260311_171422,3,0.111,30.52
Exp_20260311_171422,3,0.122,30.56
Exp_20260311_171422,3,0.133,30.49
Exp_20260311_171422,3,0.145,30.58
Exp_20260311_171422,3,0.156,30.29
Exp_20260311_171422,3,0.169,30.02
Exp_20260311_171422,3,0.178,30.03
Exp_20260311_171422,3,0.189,29.81
Exp_20260311_171422,3,0.202,28.79
Exp_20260311_171422,3,0.211,28.13
Exp_20260311_171422,3,0.222,27.40
Exp_20260311_171422,3,0.233,25.70
Exp_20260311_171422,3,0.244,24.96
Exp_20260311_171422,3,0.256,24.27
Exp_20260311_171422,3,0.267,22.86
Exp_20260311_171422,3,0.281,22.13
Exp_20260311_171422,3,0.289,21.14
Exp_20260311_171422,3,0.300,20.57
Exp_20260311_171422,3,0.314,19.90
Exp_20260311_171422,3,0.325,19.29
Exp_20260311_171422,3,0.338,18.82
Exp_20260311_171422,3,0.344,18.07
Exp_20260311_171422,3,0.358,17.18
Exp_20260311_171422,3,0.366,16.94
Exp_20260311_171422,3,0.378,16.29
Exp_20260311_171422,3,0.391,15.68
Exp_20260311_171422,3,0.400,14.60
Exp_20260311_171422,3,0.411,13.80
Exp_20260311_171422,3,0.422,12.96
Exp_20260311_171422,3,0.433,11.72
Exp_20260311_171422,3,0.444,10.83
Exp_20260311_171422,3,0.455,9.82
Exp_20260311_171422,3,0.466,9.16
Exp_20260311_171422,3,0.478,8.50
Exp_20260311_171422,3,0.489,7.67
Exp_20260311_171422,3,0.503,7.29
Exp_20260311_171422,3,0.513,6.55
Exp_20260311_171422,3,0.522,5.98
Exp_20260311_171422,3,0.534,5.94
Exp_20260311_171422,3,0.544,5.51
Exp_20260311_171422,3,0.555,5.35
Exp_20260311_171422,3,0.566,5.57
Exp_20260311_171422,3,0.578,5.01
Exp_20260311_171422,3,0.589,4.60
Exp_20260311_171422,3,0.600,4.96
Exp_20260311_171422,3,0.613,4.82
Exp_20260311_171422,3,0.622,4.75
Exp_20260311_171422,3,0.634,5.46
Exp_20260311_171422,3,0.644,5.45
Exp_20260311_171422,3,0.655,5.72
Exp_20260311_171422,3,0.669,6.09
Exp_20260311_171422,3,0.678,6.01
Exp_20260311_171422,3,0.689,5.92
Exp_20260311_171422,3,0.700,5.63
Exp_20260311_171422,3,0.711,5.29
Exp_20260311_171422,3,0.725,5.29
Exp_20260311_171422,3,0.733,4.58
Exp_20260311_171422,3,0.744,4.29
Exp_20260311_171422,3,0.755,4.24
Exp_20260311_171422,3,0.766,4.28
Exp_20260311_171422,3,0.777,4.03
Exp_20260311_171422,3,0.789,3.95
Exp_20260311_171422,3,0.800,4.25
Exp_20260311_171422,3,0.811,4.17
Exp_20260311_171422,3,0.825,4.25
Exp_20260311_171422,3,0.836,4.35
Exp_20260311_171422,3,0.844,4.44
Exp_20260311_171422,3,0.856,4.44
Exp_20260311_171422,3,0.866,4.33
Exp_20260311_171422,3,0.878,4.12
Exp_20260311_171422,3,0.888,4.04
Exp_20260311_171422,3,0.900,3.75
Exp_20260311_171422,3,0.911,3.56
Exp_20260311_171422,3,0.922,3.79
Exp_20260311_171422,3,0.933,3.20
Exp_20260311_171422,3,0.947,2.93
Exp_20260311_171422,3,0.955,2.63
Exp_20260311_171422,3,0.971,2.81
Exp_20260311_171422,3,0.980,2.78
Exp_20260311_171422,3,0.989,2.58
Exp_20260311_171422,3,1.000,2.53
Exp_20260311_171422,3,1.018,2.75
Exp_20260311_171422,3,1.029,2.48
Exp_20260311_171422,3,1.033,1.93
Exp_20260311_171422,3,1.045,1.53
Exp_20260311_171422,3,1.058,1.39
Exp_20260311_171422,3,1.066,0.87
Exp_20260311_171422,3,1.078,0.49
Exp_20260311_171422,3,1.090,0.11
Exp_20260311_171422,3,1.100,0.35
Exp_20260311_171422,3,1.113,0.39
Exp_20260311_171422,3,1.122,0.42
Exp_20260311_171422,3,1.135,0.03
Exp_20260311_171422,3,1.144,0.04
Exp_20260311_171422,3,1.155,0.03
Exp_20260311_171422,3,1.169,0.16
Exp_20260311_171422,3,1.177,0.07
Exp_20260311_171422,3,1.188,0.19
Exp_20260311_171422,3,1.200,0.25
Exp_20260311_171422,3,1.211,0.33
Exp_20260311_171422,3,1.222,0.40
Exp_20260311_171422,3,1.233,0.34
Exp_20260311_171422,3,1.244,0.33
Exp_20260311_171422,3,1.258,0.14
Exp_20260311_171422,3,1.274,0.13
Exp_20260311_171422,3,1.279,0.14
Exp_20260311_171422,3,1.288,0.29
Exp_20260311_171422,3,1.300,0.17
Exp_20260311_171422,3,1.311,0.28
Exp_20260311_171422,3,1.322,0.41
Exp_20260311_171422,3,1.333,0.58
Exp_20260311_171422,3,1.344,0.60
Exp_20260311_171422,3,1.355,0.63
Exp_20260311_171422,3,1.366,0.83
Exp_20260311_171422,3,1.380,0.93
Exp_20260311_171422,3,1.388,0.95
Exp_20260311_171422,3,1.400,0.91
Exp_20260311_171422,3,1.411,0.88
Exp_20260311_171422,3,1.422,0.96
Exp_20260311_171422,3,1.433,1.01
Exp_20260311_171422,3,1.446,1.04
Exp_20260311_171422,3,1.455,1.07
Exp_20260311_171422,3,1.466,1.21
Exp_20260311_171422,3,1.478,1.31
Exp_20260311_171422,3,1.491,1.36
Exp_20260311_171422,3,1.499,1.43
Exp_20260311_171422,3,1.511,1.50
Exp_20260311_171422,3,1.522,1.47
Exp_20260311_171422,3,1.533,1.58
Exp_20260311_171422,3,1.544,1.63
Exp_20260311_171422,3,1.555,1.67
Exp_20260311_171422,3,1.566,1.55
Exp_20260311_171422,3,1.577,1.65
Exp_20260311_171422,3,1.588,1.62
Exp_20260311_171422,3,1.602,0.91
Exp_20260311_171422,3,1.610,0.54
Exp_20260311_171422,3,1.622,0.72
Exp_20260311_171422,3,1.633,0.54
Exp_20260311_171422,3,1.644,0.34
Exp_20260311_171422,3,1.655,0.13
Exp_20260311_171422,3,1.666,0.17
Exp_20260311_171422,3,1.677,0.31
Exp_20260311_171422,3,1.688,0.39
Exp_20260311_171422,3,1.699,0.30
Exp_20260311_171422,3,1.713,0.29
Exp_20260311_171422,3,1.721,0.27
Exp_20260311_171422,3,1.732,0.18
Exp_20260311_171422,3,1.744,0.18
Exp_20260311_171422,3,1.757,0.16
Exp_20260311_171422,3,1.766,0.16
Exp_20260311_171422,3,1.777,0.14
Exp_20260311_171422,3,1.788,0.02
Exp_20260311_171422,3,1.799,0.03
Exp_20260311_171422,3,1.810,0.04
Exp_20260311_171422,3,1.824,0.03
Exp_20260311_171422,3,1.832,0.08
Exp_20260311_171422,3,1.844,0.18
Exp_20260311_171422,3,1.855,0.27
Exp_20260311_171422,3,1.866,0.09
Exp_20260311_171422,3,1.882,0.05
Exp_20260311_171422,3,1.894,0.02
Exp_20260311_171422,3,1.913,0.05
Exp_20260311_171422,3,1.924,0.01
Exp_20260311_171422,3,1.932,0.09
Exp_20260311_171422,3,1.944,0.10
Exp_20260311_171422,3,1.955,0.13
Exp_20260311_171422,3,1.966,0.08
Exp_20260311_171422,4,0.011,20.00
Exp_20260311_171422,4,0.022,20.28
Exp_20260311_171422,4,0.033,20.47
Exp_20260311_171422,4,0.045,20.58
Exp_20260311_171422,4,0.055,20.66
Exp_20260311_171422,4,0.067,20.70
